,name,salary,type,address,url,schedule,work_format,experience
165,Менеджер по работе с ключевыми клиентами (Cloud Solutions),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129700573?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
166,Разработчик BI,from 260000 to 345000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130135301?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
167,Менеджер продукта экосистемы (Личный кабинет + монетизация трафика),from 250000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129316307?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
168,Эксперт аналитического отдела (социальная сфера),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129871670?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
169,Руководитель по стратегическому планированию,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129821153?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
170,Инженер данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130251315?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
171,Директор по закупкам МД,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129942884?host=hh.ru,Полный день,No Info,От 3 до 6 лет
172,Специалист по управлению данными,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129317114?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
173,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130044103?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
174,Бизнес-аналитик (Визуализация),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129311030?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
175,Pre-sale Аналитик,from 150000 to 250000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129529634?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
176,Data/Business analyst,from None to 4000 in EUR,Открытая,No Info,https://api.hh.ru/vacancies/129771471?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
177,Менеджер продуктов (Развитие экосистемных сервисов),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130092276?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
178,CRM менеджер,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129581505?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
179,Middle Data Engineer,from None to 200000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130125449?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
180,Web Developer (8am - 5pm Eastern Time / Mon-Fri),from 1500 to None in USD,Открытая,No Info,https://api.hh.ru/vacancies/128961729?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
181,Маркетолог,from None to 80000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130191766?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
182,Руководитель проектов (Generative AI & Recommendation Systems),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130174459?host=hh.ru,Удаленная работа,На месте работодателя,От 1 года до 3 лет
183,Владелец продукта (SberWorks),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130217839?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
184,Middle Marketing Manager,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130212356?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
185,PR & Marketing Lead (IT | e-com | b2b),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129354882?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
186,Администратор проекта / Junior Project Manager (Data),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130143287?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
187,Data Analyst в DataDirects,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130174698?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
188,"Senior Product Manager (Сервис ""Пакет"")",No Info,Открытая,No Info,https://api.hh.ru/vacancies/130157396?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
189,Product Marketing Manager,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129377434?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
190,System Analyst (DWH),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130081707?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
191,Product analyst,No Info,Открытая,No Info,https://api.hh.ru/vacancies/127446902?host=hh.ru,Удаленная работа,На месте работодателя,От 1 года до 3 лет
192,Продуктовый маркетолог / Product Marketing Manager,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130036148?host=hh.ru,Удаленная работа,На месте работодателя,От 1 года до 3 лет
193,Аналитик данных (Data engineer),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129742595?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
194,Администратор,from 80000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129663376?host=hh.ru,Полный день,Гибрид,Нет опыта
195,Ведущий системный аналитик,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129282782?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
196,Инженер данных/ Data engineer/ Data Scientist/ Data Analyst/ Аналитик данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129378167?host=hh.ru,Полный день,No Info,От 1 года до 3 лет
197,Аккаунт менеджер (Traffic Providers),No Info,Открытая,No Info,https://api.hh.ru/vacancies/128328403?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
198,"Специалист по контенту (PIM / DAM, Brandquad)",No Info,Открытая,No Info,https://api.hh.ru/vacancies/130248868?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
199,Data Analyst (Качество данных),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129614304?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
200,AI Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130203707?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
201,Business Analyst (Global Fintech Product),from 2500 to None in USD,Открытая,No Info,https://api.hh.ru/vacancies/129755710?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
202,HR Бизнес-аналитик,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130142333?host=hh.ru,Полный день,Гибрид,Более 6 лет
203,Системный аналитик (Greenplum / Oracle / BI),from None to 120000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129798248?host=hh.ru,Полный день,На месте работодателя,Нет опыта
204,Аналитик данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130251129?host=hh.ru,Полный день,No Info,От 3 до 6 лет
205,Full-stack аналитик,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128772268?host=hh.ru,Удаленная работа,На месте работодателя,От 1 года до 3 лет
206,Middle+ Golang-разработчик (ИИ-код),from 230000 to 320000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130063252?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
207,Технический директор (CTO),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129730272?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
208,Системный аналитик,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129863700?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
